"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","P/L"
"74.1","2025-03-15"," 4:00:00 PM","2025-03-15"," 4:09:00 PM","CE","84000","Sell","0.01","17.17","42.95","-22.10"
"74.2","2025-03-15"," 4:00:00 PM","2025-03-15"," 4:09:00 PM","PE","83600","Sell","0.01","53.75","17.93","30.60"
"75","2025-03-16"," 4:00:00 PM","2025-03-16"," 4:33:00 PM","","","","","","","-42.03"
"75.1","2025-03-16"," 4:00:00 PM","2025-03-16"," 4:33:00 PM","CE","84000","Sell","0.01","23.33","2.46","17.85"
"75.2","2025-03-16"," 4:00:00 PM","2025-03-16"," 4:33:00 PM","PE","83600","Sell","0.01","46.88","117.20","-59.50"
"76","2025-03-17"," 4:00:00 PM","2025-03-17"," 4:51:00 PM","","","","","","","75.57"
"76.1","2025-03-17"," 4:00:00 PM","2025-03-17"," 4:51:00 PM","CE","83600","Sell","0.01","104.26","71.25","28.05"
"76.2","2025-03-17"," 4:00:00 PM","2025-03-17"," 4:51:00 PM","PE","83200","Sell","0.01","60.75","4.85","47.60"
"77","2025-03-18"," 4:00:00 PM","2025-03-18"," 5:04:00 PM","","","","","","","114.57"
"77.1","2025-03-18"," 4:00:00 PM","2025-03-18"," 5:04:00 PM","CE","83000","Sell","0.01","70.80","5.65","55.25"
"77.2","2025-03-18"," 4:00:00 PM","2025-03-18"," 5:04:00 PM","PE","82600","Sell","0.01","104.25","34.61","59.50"
"78","2025-03-19"," 4:00:00 PM","2025-03-19"," 4:02:00 PM","","","","","","","-19.90"
"78.1","2025-03-19"," 4:00:00 PM","2025-03-19"," 4:02:00 PM","CE","83800","Sell","0.01","41.98","104.95","-53.55"
"78.2","2025-03-19"," 4:00:00 PM","2025-03-19"," 4:02:00 PM","PE","83400","Sell","0.01","68.78","29.22","34.00"
"79","2025-03-20"," 4:00:00 PM","2025-03-20"," 5:04:00 PM","","","","","","","93.77"
"79.1","2025-03-20"," 4:00:00 PM","2025-03-20"," 5:04:00 PM","CE","85400","Sell","0.01","105.26","70.55","29.75"
"79.2","2025-03-20"," 4:00:00 PM","2025-03-20"," 5:04:00 PM","PE","85000","Sell","0.01","82.16","6.55","64.60"
"80","2025-03-21"," 4:00:00 PM","2025-03-21"," 5:03:00 PM","","","","","","","99.56"
"80.1","2025-03-21"," 4:00:00 PM","2025-03-21"," 5:03:00 PM","CE","84200","Sell","0.01","84.93","6.80","66.30"
"80.2","2025-03-21"," 4:00:00 PM","2025-03-21"," 5:03:00 PM","PE","83800","Sell","0.01","46.46","7.46","33.15"
"81","2025-03-22"," 4:00:00 PM","2025-03-22"," 5:02:00 PM","","","","","","","29.57"
"81.1","2025-03-22"," 4:00:00 PM","2025-03-22"," 5:02:00 PM","CE","84600","Sell","0.01","21.92","1.75","17.00"
"81.2","2025-03-22"," 4:00:00 PM","2025-03-22"," 5:02:00 PM","PE","84200","Sell","0.01","19.66","5.04","12.75"
"82","2025-03-23"," 4:00:00 PM","2025-03-23"," 4:14:00 PM","","","","","","","-0.01"
"82.1","2025-03-23"," 4:00:00 PM","2025-03-23"," 4:14:00 PM","CE","84600","Sell","0.01","13.68","34.20","-17.85"
"82.2","2025-03-23"," 4:00:00 PM","2025-03-23"," 4:14:00 PM","PE","84200","Sell","0.01","24.49","3.98","17.85"
"83","2025-03-24"," 4:00:00 PM","2025-03-24"," 4:10:00 PM","","","","","","","-55.79"
"83.1","2025-03-24"," 4:00:00 PM","2025-03-24"," 4:10:00 PM","CE","87600","Sell","0.01","77.29","193.25","-98.60"
"83.2","2025-03-24"," 4:00:00 PM","2025-03-24"," 4:10:00 PM","PE","87200","Sell","0.01","58.98","8.65","42.50"
"84","2025-03-25"," 4:00:00 PM","2025-03-25"," 4:47:00 PM","","","","","","","1.07"
"84.1","2025-03-25"," 4:00:00 PM","2025-03-25"," 4:47:00 PM","CE","87200","Sell","0.01","89.82","125.16","-29.75"
"84.2","2025-03-25"," 4:00:00 PM","2025-03-25"," 4:47:00 PM","PE","86800","Sell","0.01","39.80","3.20","31.45"
"85","2025-03-26"," 4:00:00 PM","2025-03-26"," 5:02:00 PM","","","","","","","61.17"
"85.1","2025-03-26"," 4:00:00 PM","2025-03-26"," 5:02:00 PM","CE","88400","Sell","0.01","37.95","3.05","29.75"
"85.2","2025-03-26"," 4:00:00 PM","2025-03-26"," 5:02:00 PM","PE","88000","Sell","0.01","53.40","16.34","31.45"
"86","2025-03-27"," 4:00:00 PM","2025-03-27"," 4:18:00 PM","","","","","","","-156.52"
"86.1","2025-03-27"," 4:00:00 PM","2025-03-27"," 4:18:00 PM","CE","87800","Sell","0.01","19.53","1.55","15.30"
"86.2","2025-03-27"," 4:00:00 PM","2025-03-27"," 4:18:00 PM","PE","87400","Sell","0.01","58.36","260.48","-171.70"
"87","2025-03-28"," 4:00:00 PM","2025-03-28"," 4:43:00 PM","","","","","","","20.96"
"87.1","2025-03-28"," 4:00:00 PM","2025-03-28"," 4:43:00 PM","CE","85400","Sell","0.01","136.47","10.90","107.10"
"87.2","2025-03-28"," 4:00:00 PM","2025-03-28"," 4:43:00 PM","PE","85000","Sell","0.01","105.47","206.38","-85.85"
"88","2025-03-29"," 4:00:00 PM","2025-03-29"," 4:18:00 PM","","","","","","","-32.06"
"88.1","2025-03-29"," 4:00:00 PM","2025-03-29"," 4:18:00 PM","CE","83600","Sell","0.01","50.58","5.96","38.25"
"88.2","2025-03-29"," 4:00:00 PM","2025-03-29"," 4:18:00 PM","PE","83200","Sell","0.01","54.91","137.25","-69.70"
"89","2025-03-30"," 4:00:00 PM","2025-03-30"," 4:57:00 PM","","","","","","","53.68"
"89.1","2025-03-30"," 4:00:00 PM","2025-03-30"," 4:57:00 PM","CE","83400","Sell","0.01","32.90","2.65","25.50"
"89.2","2025-03-30"," 4:00:00 PM","2025-03-30"," 4:57:00 PM","PE","83000","Sell","0.01","61.82","28.92","28.05"
"90","2025-03-31"," 4:00:00 PM","2025-03-31"," 4:18:00 PM","","","","","","","-34.57"
"90.1","2025-03-31"," 4:00:00 PM","2025-03-31"," 4:18:00 PM","CE","82000","Sell","0.01","95.64","239.10","-121.55"
"90.2","2025-03-31"," 4:00:00 PM","2025-03-31"," 4:18:00 PM","PE","81600","Sell","0.01","124.80","22.01","87.55"
"91","2025-04-01"," 4:00:00 PM","2025-04-01"," 4:04:00 PM","","","","","","","-15.84"
"91.1","2025-04-01"," 4:00:00 PM","2025-04-01"," 4:04:00 PM","CE","84600","Sell","0.01","63.30","16.96","39.10"
"91.2","2025-04-01"," 4:00:00 PM","2025-04-01"," 4:04:00 PM","PE","84200","Sell","0.01","43.32","108.30","-55.25"
"92","2025-04-02"," 4:00:00 PM","2025-04-02"," 4:31:00 PM","","","","","","","32.27"
"92.1","2025-04-02"," 4:00:00 PM","2025-04-02"," 4:31:00 PM","CE","85200","Sell","0.01","91.05","7.30","71.40"
"92.2","2025-04-02"," 4:00:00 PM","2025-04-02"," 4:31:00 PM","PE","84800","Sell","0.01","38.36","84.15","-39.10"
"93","2025-04-03"," 4:00:00 PM","2025-04-03"," 4:51:00 PM","","","","","","","44.17"
"93.1","2025-04-03"," 4:00:00 PM","2025-04-03"," 4:51:00 PM","CE","83600","Sell","0.01","53.42","4.25","41.65"
"93.2","2025-04-03"," 4:00:00 PM","2025-04-03"," 4:51:00 PM","PE","83200","Sell","0.01","106.93","104.14","2.55"
"94","2025-04-04"," 4:00:00 PM","2025-04-04"," 4:22:00 PM","","","","","","","-126.35"
"94.1","2025-04-04"," 4:00:00 PM","2025-04-04"," 4:22:00 PM","CE","83200","Sell","0.01","76.03","19.15","48.45"
"94.2","2025-04-04"," 4:00:00 PM","2025-04-04"," 4:22:00 PM","PE","82800","Sell","0.01","137.02","342.55","-175.10"
"95","2025-04-05"," 4:00:00 PM","2025-04-05"," 4:59:00 PM","","","","","","","48.65"
"95.1","2025-04-05"," 4:00:00 PM","2025-04-05"," 4:59:00 PM","CE","84000","Sell","0.01","29.66","2.35","22.95"
"95.2","2025-04-05"," 4:00:00 PM","2025-04-05"," 4:59:00 PM","PE","83600","Sell","0.01","62.18","32.25","25.50"
"96","2025-04-06"," 4:00:00 PM","2025-04-06"," 4:49:00 PM","","","","","","","42.77"
"96.1","2025-04-06"," 4:00:00 PM","2025-04-06"," 4:49:00 PM","CE","83000","Sell","0.01","56.58","4.55","44.20"
"96.2","2025-04-06"," 4:00:00 PM","2025-04-06"," 4:49:00 PM","PE","82600","Sell","0.01","52.11","53.82","-1.70"
"97","2025-04-07"," 4:00:00 PM","2025-04-07"," 4:58:00 PM","","","","","","","234.18"
"97.1","2025-04-07"," 4:00:00 PM","2025-04-07"," 4:58:00 PM","CE","77400","Sell","0.01","220.10","17.60","171.70"
"97.2","2025-04-07"," 4:00:00 PM","2025-04-07"," 4:58:00 PM","PE","77000","Sell","0.01","206.58","133.57","62.05"
"98","2025-04-08"," 4:00:00 PM","2025-04-08"," 4:44:00 PM","","","","","","","95.06"
"98.1","2025-04-08"," 4:00:00 PM","2025-04-08"," 4:44:00 PM","CE","79200","Sell","0.01","95.82","78.82","14.45"
"98.2","2025-04-08"," 4:00:00 PM","2025-04-08"," 4:44:00 PM","PE","78800","Sell","0.01","103.08","8.25","80.75"
"99","2025-04-09"," 4:00:00 PM","2025-04-09"," 4:32:00 PM","","","","","","","-261.34"
"99.1","2025-04-09"," 4:00:00 PM","2025-04-09"," 4:32:00 PM","CE","77400","Sell","0.01","139.79","11.20","109.65"
"99.2","2025-04-09"," 4:00:00 PM","2025-04-09"," 4:32:00 PM","PE","77000","Sell","0.01","119.19","555.24","-370.60"
"100","2025-04-10"," 4:00:00 PM","2025-04-10"," 4:49:00 PM","","","","","","","46.32"
"100.1","2025-04-10"," 4:00:00 PM","2025-04-10"," 4:49:00 PM","CE","82000","Sell","0.01","93.81","7.50","73.10"
"100.2","2025-04-10"," 4:00:00 PM","2025-04-10"," 4:49:00 PM","PE","81600","Sell","0.01","137.20","169.02","-27.20"
"101","2025-04-11"," 4:00:00 PM","2025-04-11"," 4:55:00 PM","","","","","","","111.06"
"101.1","2025-04-11"," 4:00:00 PM","2025-04-11"," 4:55:00 PM","CE","83000","Sell","0.01","149.76","12.00","117.30"
"101.2","2025-04-11"," 4:00:00 PM","2025-04-11"," 4:55:00 PM","PE","82600","Sell","0.01","192.89","199.99","-5.95"
"102","2025-04-12"," 4:00:00 PM","2025-04-12"," 4:50:00 PM","","","","","","","-2.34"
"102.1","2025-04-12"," 4:00:00 PM","2025-04-12"," 4:50:00 PM","CE","83600","Sell","0.01","62.84","87.23","-20.40"
"102.2","2025-04-12"," 4:00:00 PM","2025-04-12"," 4:50:00 PM","PE","83200","Sell","0.01","23.54","1.90","18.70"
"103","2025-04-13"," 4:00:00 PM","2025-04-13"," 4:47:00 PM","","","","","","","23.77"
"103.1","2025-04-13"," 4:00:00 PM","2025-04-13"," 4:47:00 PM","CE","84800","Sell","0.01","32.66","2.60","25.50"
"103.2","2025-04-13"," 4:00:00 PM","2025-04-13"," 4:47:00 PM","PE","84400","Sell","0.01","50.59","52.68","-1.70"
"104","2025-04-14"," 4:00:00 PM","2025-04-14"," 4:49:00 PM","","","","","","","71.54"
"104.1","2025-04-14"," 4:00:00 PM","2025-04-14"," 4:49:00 PM","CE","84800","Sell","0.01","114.22","115.40","-0.85"
"104.2","2025-04-14"," 4:00:00 PM","2025-04-14"," 4:49:00 PM","PE","84400","Sell","0.01","92.74","7.40","72.25"
"105","2025-04-15"," 4:00:00 PM","2025-04-15"," 4:16:00 PM","","","","","","","-59.23"
"105.1","2025-04-15"," 4:00:00 PM","2025-04-15"," 4:16:00 PM","CE","86000","Sell","0.01","64.75","16.95","40.80"
"105.2","2025-04-15"," 4:00:00 PM","2025-04-15"," 4:16:00 PM","PE","85600","Sell","0.01","78.32","195.80","-99.45"
"106","2025-04-16"," 4:00:00 PM","2025-04-16"," 4:50:00 PM","","","","","","","65.95"
"106.1","2025-04-16"," 4:00:00 PM","2025-04-16"," 4:50:00 PM","CE","84200","Sell","0.01","32.18","30.18","1.70"
"106.2","2025-04-16"," 4:00:00 PM","2025-04-16"," 4:50:00 PM","PE","83800","Sell","0.01","82.14","6.55","64.60"
"107","2025-04-17"," 4:00:00 PM","2025-04-17"," 5:00:00 PM","","","","","","","69.22"
"107.1","2025-04-17"," 4:00:00 PM","2025-04-17"," 5:00:00 PM","CE","84600","Sell","0.01","34.04","9.08","21.25"
"107.2","2025-04-17"," 4:00:00 PM","2025-04-17"," 5:00:00 PM","PE","84200","Sell","0.01","61.37","4.90","47.60"
"108","2025-04-18"," 4:00:00 PM","2025-04-18"," 4:54:00 PM","","","","","","","44.32"
"108.1","2025-04-18"," 4:00:00 PM","2025-04-18"," 4:54:00 PM","CE","84800","Sell","0.01","35.22","2.80","27.20"
"108.2","2025-04-18"," 4:00:00 PM","2025-04-18"," 4:54:00 PM","PE","84500","Sell","0.01","47.80","28.08","17.00"
"109","2025-04-19"," 4:00:00 PM","2025-04-19"," 4:58:00 PM","","","","","","","37.30"
"109.1","2025-04-19"," 4:00:00 PM","2025-04-19"," 4:58:00 PM","CE","85400","Sell","0.01","30.05","2.40","23.80"
"109.2","2025-04-19"," 4:00:00 PM","2025-04-19"," 4:58:00 PM","PE","85000","Sell","0.01","23.05","6.82","13.60"
"110","2025-04-20"," 4:00:00 PM","2025-04-20"," 4:14:00 PM","","","","","","","-28.96"
"110.1","2025-04-20"," 4:00:00 PM","2025-04-20"," 4:14:00 PM","CE","84600","Sell","0.01","12.99","11.85","0.85"
"110.2","2025-04-20"," 4:00:00 PM","2025-04-20"," 4:14:00 PM","PE","84200","Sell","0.01","23.49","58.70","-29.75"
"111","2025-04-21"," 4:00:00 PM","2025-04-21"," 4:47:00 PM","","","","","","","56.78"
"111.1","2025-04-21"," 4:00:00 PM","2025-04-21"," 4:47:00 PM","CE","87400","Sell","0.01","158.07","12.65","123.25"
"111.2","2025-04-21"," 4:00:00 PM","2025-04-21"," 4:47:00 PM","PE","87000","Sell","0.01","88.75","167.37","-67.15"
"112","2025-04-22"," 4:00:00 PM","2025-04-22"," 4:13:00 PM","","","","","","","-6.52"
"112.1","2025-04-22"," 4:00:00 PM","2025-04-22"," 4:13:00 PM","CE","88600","Sell","0.01","43.09","107.70","-55.25"
"112.2","2025-04-22"," 4:00:00 PM","2025-04-22"," 4:13:00 PM","PE","88200","Sell","0.01","76.71","19.77","48.45"
"113","2025-04-23"," 4:00:00 PM","2025-04-23"," 4:53:00 PM","","","","","","","92.28"
"113.1","2025-04-23"," 4:00:00 PM","2025-04-23"," 4:53:00 PM","CE","93800","Sell","0.01","106.98","75.48","27.20"
"113.2","2025-04-23"," 4:00:00 PM","2025-04-23"," 4:53:00 PM","PE","93400","Sell","0.01","83.76","6.70","65.45"
"114","2025-04-24"," 4:00:00 PM","2025-04-24"," 4:44:00 PM","","","","","","","-8.05"
"114.1","2025-04-24"," 4:00:00 PM","2025-04-24"," 4:44:00 PM","CE","92800","Sell","0.01","55.39","4.45","43.35"
"114.2","2025-04-24"," 4:00:00 PM","2025-04-24"," 4:44:00 PM","PE","92400","Sell","0.01","84.09","144.50","-51.00"
"115","2025-04-25"," 4:00:00 PM","2025-04-25"," 4:45:00 PM","","","","","","","-85.28"
"115.1","2025-04-25"," 4:00:00 PM","2025-04-25"," 4:45:00 PM","CE","93800","Sell","0.01","97.05","237.85","-119.85"
"115.2","2025-04-25"," 4:00:00 PM","2025-04-25"," 4:45:00 PM","PE","93400","Sell","0.01","43.97","3.50","34.00"
"116","2025-04-26"," 4:00:00 PM","2025-04-26"," 4:57:00 PM","","","","","","","62.28"
"116.1","2025-04-26"," 4:00:00 PM","2025-04-26"," 4:57:00 PM","CE","94400","Sell","0.01","65.42","5.25","51.00"
"116.2","2025-04-26"," 4:00:00 PM","2025-04-26"," 4:57:00 PM","PE","94000","Sell","0.01","34.35","21.25","11.05"
"117","2025-04-27"," 4:00:00 PM","2025-04-27"," 4:53:00 PM","","","","","","","33.27"
"117.1","2025-04-27"," 4:00:00 PM","2025-04-27"," 4:53:00 PM","CE","94200","Sell","0.01","28.93","2.30","22.95"
"117.2","2025-04-27"," 4:00:00 PM","2025-04-27"," 4:53:00 PM","PE","93800","Sell","0.01","25.56","13.05","11.05"
"118","2025-04-28"," 4:00:00 PM","2025-04-28"," 4:05:00 PM","","","","","","","-60.14"
"118.1","2025-04-28"," 4:00:00 PM","2025-04-28"," 4:05:00 PM","CE","94800","Sell","0.01","81.81","204.50","-104.55"
"118.2","2025-04-28"," 4:00:00 PM","2025-04-28"," 4:05:00 PM","PE","94400","Sell","0.01","63.92","11.98","44.20"
"119","2025-04-29"," 4:00:00 PM","2025-04-29"," 4:44:00 PM","","","","","","","28.01"
"119.1","2025-04-29"," 4:00:00 PM","2025-04-29"," 4:44:00 PM","CE","95200","Sell","0.01","38.72","66.65","-23.80"
"119.2","2025-04-29"," 4:00:00 PM","2025-04-29"," 4:44:00 PM","PE","94800","Sell","0.01","66.18","5.30","51.85"
"120","2025-04-30"," 4:00:00 PM","2025-04-30"," 4:57:00 PM","","","","","","","79.45"
"120.1","2025-04-30"," 4:00:00 PM","2025-04-30"," 4:57:00 PM","CE","95200","Sell","0.01","44.22","19.78","20.40"
"120.2","2025-04-30"," 4:00:00 PM","2025-04-30"," 4:57:00 PM","PE","94800","Sell","0.01","75.03","6.00","58.65"
"121","2025-05-01"," 4:00:00 PM","2025-05-01"," 4:48:00 PM","","","","","","","35.45"
"121.1","2025-05-01"," 4:00:00 PM","2025-05-01"," 4:48:00 PM","CE","96600","Sell","0.01","106.75","8.55","83.30"
"121.2","2025-05-01"," 4:00:00 PM","2025-05-01"," 4:48:00 PM","PE","96200","Sell","0.01","147.25","203.75","-48.45"
"122","2025-05-02"," 4:00:00 PM","2025-05-02"," 4:47:00 PM","","","","","","","10.00"
"122.1","2025-05-02"," 4:00:00 PM","2025-05-02"," 4:47:00 PM","CE","97000","Sell","0.01","73.41","92.03","-16.15"
"122.2","2025-05-02"," 4:00:00 PM","2025-05-02"," 4:47:00 PM","PE","96600","Sell","0.01","33.03","2.65","25.50"
"123","2025-05-03"," 4:00:00 PM","2025-05-03"," 4:13:00 PM","","","","","","","-42.29"
"123.1","2025-05-03"," 4:00:00 PM","2025-05-03"," 4:13:00 PM","CE","96400","Sell","0.01","18.79","3.07","13.60"
"123.2","2025-05-03"," 4:00:00 PM","2025-05-03"," 4:13:00 PM","PE","96000","Sell","0.01","43.63","109.10","-55.25"
"124","2025-05-04"," 4:00:00 PM","2025-05-04"," 4:54:00 PM","","","","","","","35.53"
"124.1","2025-05-04"," 4:00:00 PM","2025-05-04"," 4:54:00 PM","CE","95600","Sell","0.01","44.49","32.53","10.20"
"124.2","2025-05-04"," 4:00:00 PM","2025-05-04"," 4:54:00 PM","PE","95200","Sell","0.01","32.44","2.60","25.50"
"125","2025-05-05"," 4:00:00 PM","2025-05-05"," 4:18:00 PM","","","","","","","-49.33"
"125.1","2025-05-05"," 4:00:00 PM","2025-05-05"," 4:18:00 PM","CE","94600","Sell","0.01","42.19","8.88","28.05"
"125.2","2025-05-05"," 4:00:00 PM","2025-05-05"," 4:18:00 PM","PE","94200","Sell","0.01","60.90","152.25","-77.35"
"126","2025-05-06"," 4:00:00 PM","2025-05-06"," 4:16:00 PM","","","","","","","-16.85"
"126.1","2025-05-06"," 4:00:00 PM","2025-05-06"," 4:16:00 PM","CE","94400","Sell","0.01","33.76","4.75","24.65"
"126.2","2025-05-06"," 4:00:00 PM","2025-05-06"," 4:16:00 PM","PE","94000","Sell","0.01","32.57","81.40","-41.65"
"127","2025-05-07"," 4:00:00 PM","2025-05-07"," 4:20:00 PM","","","","","","","-68.38"
"127.1","2025-05-07"," 4:00:00 PM","2025-05-07"," 4:20:00 PM","CE","97000","Sell","0.01","74.67","186.70","-95.20"
"127.2","2025-05-07"," 4:00:00 PM","2025-05-07"," 4:20:00 PM","PE","96600","Sell","0.01","39.79","8.21","27.20"
"128","2025-05-08"," 4:00:00 PM","2025-05-08"," 4:51:00 PM","","","","","","","61.55"
"128.1","2025-05-08"," 4:00:00 PM","2025-05-08"," 4:51:00 PM","CE","100000","Sell","0.01","103.40","8.25","80.75"
"128.2","2025-05-08"," 4:00:00 PM","2025-05-08"," 4:51:00 PM","PE","99600","Sell","0.01","114.30","137.04","-19.55"
"129","2025-05-09"," 4:00:00 PM","2025-05-09"," 4:26:00 PM","","","","","","","-109.00"
"129.1","2025-05-09"," 4:00:00 PM","2025-05-09"," 4:26:00 PM","CE","103200","Sell","0.01","117.16","292.90","-149.60"
"129.2","2025-05-09"," 4:00:00 PM","2025-05-09"," 4:26:00 PM","PE","102800","Sell","0.01","55.05","7.55","40.80"
"130","2025-05-10"," 4:00:00 PM","2025-05-10"," 4:47:00 PM","","","","","","","6.73"
"130.1","2025-05-10"," 4:00:00 PM","2025-05-10"," 4:47:00 PM","CE","104000","Sell","0.01","57.96","4.65","45.05"
"130.2","2025-05-10"," 4:00:00 PM","2025-05-10"," 4:47:00 PM","PE","103600","Sell","0.01","65.37","110.76","-38.25"
"131","2025-05-11"," 4:00:00 PM","2025-05-11"," 5:01:00 PM","","","","","","","81.52"
"131.1","2025-05-11"," 4:00:00 PM","2025-05-11"," 5:01:00 PM","CE","104600","Sell","0.01","90.48","26.68","54.40"
"131.2","2025-05-11"," 4:00:00 PM","2025-05-11"," 5:01:00 PM","PE","104200","Sell","0.01","34.91","2.80","27.20"
"132","2025-05-12"," 4:00:00 PM","2025-05-12"," 4:58:00 PM","","","","","","","112.80"
"132.1","2025-05-12"," 4:00:00 PM","2025-05-12"," 4:58:00 PM","CE","104600","Sell","0.01","65.97","29.18","31.45"
"132.2","2025-05-12"," 4:00:00 PM","2025-05-12"," 4:58:00 PM","PE","104200","Sell","0.01","104.27","8.35","81.60"
"133","2025-05-13"," 4:00:00 PM","2025-05-13"," 4:52:00 PM","","","","","","","52.68"
"133.1","2025-05-13"," 4:00:00 PM","2025-05-13"," 4:52:00 PM","CE","103600","Sell","0.01","99.94","76.62","19.55"
"133.2","2025-05-13"," 4:00:00 PM","2025-05-13"," 4:52:00 PM","PE","103200","Sell","0.01","42.01","3.35","33.15"
"134","2025-05-14"," 4:00:00 PM","2025-05-14"," 4:54:00 PM","","","","","","","53.46"
"134.1","2025-05-14"," 4:00:00 PM","2025-05-14"," 4:54:00 PM","CE","104000","Sell","0.01","71.16","56.28","12.75"
"134.2","2025-05-14"," 4:00:00 PM","2025-05-14"," 4:54:00 PM","PE","103600","Sell","0.01","52.16","4.15","40.80"
"135","2025-05-15"," 4:00:00 PM","2025-05-15"," 4:50:00 PM","","","","","","","40.94"
"135.1","2025-05-15"," 4:00:00 PM","2025-05-15"," 4:50:00 PM","CE","102200","Sell","0.01","61.54","139.05","-66.30"
"135.2","2025-05-15"," 4:00:00 PM","2025-05-15"," 4:50:00 PM","PE","101800","Sell","0.01","136.62","10.95","107.10"
"136","2025-05-16"," 4:00:00 PM","2025-05-16"," 4:52:00 PM","","","","","","","54.89"
"136.1","2025-05-16"," 4:00:00 PM","2025-05-16"," 4:52:00 PM","CE","104000","Sell","0.01","30.02","30.47","0.00"
"136.2","2025-05-16"," 4:00:00 PM","2025-05-16"," 4:52:00 PM","PE","103600","Sell","0.01","70.68","5.65","55.25"
"137","2025-05-17"," 4:00:00 PM","2025-05-17"," 4:40:00 PM","","","","","","","-22.84"
"137.1","2025-05-17"," 4:00:00 PM","2025-05-17"," 4:40:00 PM","CE","103200","Sell","0.01","31.59","4.37","22.95"
"137.2","2025-05-17"," 4:00:00 PM","2025-05-17"," 4:40:00 PM","PE","102800","Sell","0.01","36.06","90.15","-45.90"
"138","2025-05-18"," 4:00:00 PM","2025-05-18"," 4:51:00 PM","","","","","","","49.06"
"138.1","2025-05-18"," 4:00:00 PM","2025-05-18"," 4:51:00 PM","CE","104000","Sell","0.01","51.89","35.28","14.45"
"138.2","2025-05-18"," 4:00:00 PM","2025-05-18"," 4:51:00 PM","PE","103600","Sell","0.01","44.71","3.60","34.85"
"139","2025-05-19"," 4:00:00 PM","2025-05-19"," 5:01:00 PM","","","","","","","191.80"
"139.1","2025-05-19"," 4:00:00 PM","2025-05-19"," 5:01:00 PM","CE","103200","Sell","0.01","142.90","24.03","101.15"
"139.2","2025-05-19"," 4:00:00 PM","2025-05-19"," 5:01:00 PM","PE","102800","Sell","0.01","116.08","9.30","90.95"
"140","2025-05-20"," 4:00:00 PM","2025-05-20"," 4:44:00 PM","","","","","","","35.18"
"140.1","2025-05-20"," 4:00:00 PM","2025-05-20"," 4:44:00 PM","CE","105400","Sell","0.01","93.28","7.45","73.10"
"140.2","2025-05-20"," 4:00:00 PM","2025-05-20"," 4:44:00 PM","PE","105000","Sell","0.01","63.22","107.66","-37.40"
"141","2025-05-21"," 4:00:00 PM","2025-05-21"," 4:45:00 PM","","","","","","","25.41"
"141.1","2025-05-21"," 4:00:00 PM","2025-05-21"," 4:45:00 PM","CE","106400","Sell","0.01","114.23","151.62","-31.45"
"141.2","2025-05-21"," 4:00:00 PM","2025-05-21"," 4:45:00 PM","PE","106000","Sell","0.01","73.13","5.85","56.95"
"142","2025-05-22"," 4:00:00 PM","2025-05-22"," 4:55:00 PM","","","","","","","182.91"
"142.1","2025-05-22"," 4:00:00 PM","2025-05-22"," 4:55:00 PM","CE","111000","Sell","0.01","191.71","15.35","149.60"
"142.2","2025-05-22"," 4:00:00 PM","2025-05-22"," 4:55:00 PM","PE","110600","Sell","0.01","118.94","80.11","33.15"
"143","2025-05-23"," 4:00:00 PM","2025-05-23"," 4:50:00 PM","","","","","","","59.47"
"143.1","2025-05-23"," 4:00:00 PM","2025-05-23"," 4:50:00 PM","CE","111200","Sell","0.01","66.74","5.35","51.85"
"143.2","2025-05-23"," 4:00:00 PM","2025-05-23"," 4:50:00 PM","PE","110800","Sell","0.01","71.60","63.02","7.65"
"144","2025-05-24"," 4:00:00 PM","2025-05-24"," 4:07:00 PM","","","","","","","-47.45"
"144.1","2025-05-24"," 4:00:00 PM","2025-05-24"," 4:07:00 PM","CE","108600","Sell","0.01","77.01","192.50","-97.75"
"144.2","2025-05-24"," 4:00:00 PM","2025-05-24"," 4:07:00 PM","PE","108200","Sell","0.01","79.28","19.61","51.00"
"145","2025-05-25"," 4:00:00 PM","2025-05-25"," 4:28:00 PM","","","","","","","6.86"
"145.1","2025-05-25"," 4:00:00 PM","2025-05-25"," 4:28:00 PM","CE","107200","Sell","0.01","100.67","19.59","68.85"
"145.2","2025-05-25"," 4:00:00 PM","2025-05-25"," 4:28:00 PM","PE","106800","Sell","0.01","48.69","121.70","-62.05"
"146","2025-05-26"," 4:00:00 PM","2025-05-26"," 4:55:00 PM","","","","","","","106.71"
"146.1","2025-05-26"," 4:00:00 PM","2025-05-26"," 4:55:00 PM","CE","110000","Sell","0.01","101.10","8.10","79.05"
"146.2","2025-05-26"," 4:00:00 PM","2025-05-26"," 4:55:00 PM","PE","109600","Sell","0.01","87.21","54.67","28.05"
"147","2025-05-27"," 4:00:00 PM","2025-05-27"," 4:47:00 PM","","","","","","","22.59"
"147.1","2025-05-27"," 4:00:00 PM","2025-05-27"," 4:47:00 PM","CE","110000","Sell","0.01","68.82","5.50","53.55"
"147.2","2025-05-27"," 4:00:00 PM","2025-05-27"," 4:47:00 PM","PE","109600","Sell","0.01","73.74","110.48","-31.45"
"148","2025-05-28"," 4:00:00 PM","2025-05-28"," 4:21:00 PM","","","","","","","-63.24"
"148.1","2025-05-28"," 4:00:00 PM","2025-05-28"," 4:21:00 PM","CE","108800","Sell","0.01","84.58","211.45","-107.95"
