"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","P/L"
"148.2","2025-05-28"," 4:00:00 PM","2025-05-28"," 4:21:00 PM","PE","108400","Sell","0.01","60.30","7.83","44.20"
"149","2025-05-29"," 4:00:00 PM","2025-05-29"," 4:22:00 PM","","","","","","","-62.87"
"149.1","2025-05-29"," 4:00:00 PM","2025-05-29"," 4:22:00 PM","CE","108600","Sell","0.01","85.59","214.00","-108.80"
"149.2","2025-05-29"," 4:00:00 PM","2025-05-29"," 4:22:00 PM","PE","108200","Sell","0.01","66.02","11.58","45.90"
"150","2025-05-30"," 4:00:00 PM","2025-05-30"," 4:49:00 PM","","","","","","","81.99"
"150.1","2025-05-30"," 4:00:00 PM","2025-05-30"," 4:49:00 PM","CE","106000","Sell","0.01","60.06","73.20","-11.05"
"150.2","2025-05-30"," 4:00:00 PM","2025-05-30"," 4:49:00 PM","PE","105600","Sell","0.01","119.15","9.55","93.50"
"151","2025-05-31"," 4:00:00 PM","2025-05-31"," 4:52:00 PM","","","","","","","63.39"
"151.1","2025-05-31"," 4:00:00 PM","2025-05-31"," 4:52:00 PM","CE","103600","Sell","0.01","56.72","37.37","16.15"
"151.2","2025-05-31"," 4:00:00 PM","2025-05-31"," 4:52:00 PM","PE","103200","Sell","0.01","60.03","4.80","46.75"
"152","2025-06-01"," 4:00:00 PM","2025-06-01"," 4:58:00 PM","","","","","","","90.59"
"152.1","2025-06-01"," 4:00:00 PM","2025-06-01"," 4:58:00 PM","CE","104200","Sell","0.01","38.55","13.95","21.25"
"152.2","2025-06-01"," 4:00:00 PM","2025-06-01"," 4:58:00 PM","PE","103800","Sell","0.01","89.13","7.15","69.70"
"153","2025-06-02"," 4:00:00 PM","2025-06-02"," 4:55:00 PM","","","","","","","105.20"
"153.1","2025-06-02"," 4:00:00 PM","2025-06-02"," 4:55:00 PM","CE","104600","Sell","0.01","85.86","6.85","67.15"
"153.2","2025-06-02"," 4:00:00 PM","2025-06-02"," 4:55:00 PM","PE","104200","Sell","0.01","106.93","62.17","38.25"
"154","2025-06-03"," 4:00:00 PM","2025-06-03"," 5:01:00 PM","","","","","","","96.92"
"154.1","2025-06-03"," 4:00:00 PM","2025-06-03"," 5:01:00 PM","CE","105400","Sell","0.01","84.63","6.75","66.30"
"154.2","2025-06-03"," 4:00:00 PM","2025-06-03"," 5:01:00 PM","PE","105000","Sell","0.01","44.68","8.54","30.60"
"155","2025-06-04"," 4:00:00 PM","2025-06-04"," 4:50:00 PM","","","","","","","12.92"
"155.1","2025-06-04"," 4:00:00 PM","2025-06-04"," 4:50:00 PM","CE","106000","Sell","0.01","46.93","3.75","36.55"
"155.2","2025-06-04"," 4:00:00 PM","2025-06-04"," 4:50:00 PM","PE","105600","Sell","0.01","81.94","109.92","-23.80"
"156","2025-06-05"," 4:00:00 PM","2025-06-05"," 4:54:00 PM","","","","","","","41.15"
"156.1","2025-06-05"," 4:00:00 PM","2025-06-05"," 4:54:00 PM","CE","104800","Sell","0.01","76.92","53.71","19.55"
"156.2","2025-06-05"," 4:00:00 PM","2025-06-05"," 4:54:00 PM","PE","104400","Sell","0.01","27.40","2.20","21.25"
"157","2025-06-06"," 4:00:00 PM","2025-06-06"," 4:51:00 PM","","","","","","","75.70"
"157.1","2025-06-06"," 4:00:00 PM","2025-06-06"," 4:51:00 PM","CE","104000","Sell","0.01","47.10","50.24","-2.55"
"157.2","2025-06-06"," 4:00:00 PM","2025-06-06"," 4:51:00 PM","PE","103600","Sell","0.01","100.20","8.00","78.20"
"158","2025-06-07"," 4:00:00 PM","2025-06-07"," 4:21:00 PM","","","","","","","-35.62"
"158.1","2025-06-07"," 4:00:00 PM","2025-06-07"," 4:21:00 PM","CE","105400","Sell","0.01","27.88","5.56","18.70"
"158.2","2025-06-07"," 4:00:00 PM","2025-06-07"," 4:21:00 PM","PE","105000","Sell","0.01","42.82","107.05","-54.40"
"159","2025-06-08"," 4:00:00 PM","2025-06-08"," 4:09:00 PM","","","","","","","-43.15"
"159.1","2025-06-08"," 4:00:00 PM","2025-06-08"," 4:09:00 PM","CE","105200","Sell","0.01","56.55","141.40","-72.25"
"159.2","2025-06-08"," 4:00:00 PM","2025-06-08"," 4:09:00 PM","PE","104800","Sell","0.01","39.37","5.28","28.90"
"160","2025-06-09"," 4:00:00 PM","2025-06-09"," 4:42:00 PM","","","","","","","-4.73"
"160.1","2025-06-09"," 4:00:00 PM","2025-06-09"," 4:42:00 PM","CE","107200","Sell","0.01","141.04","212.21","-60.35"
"160.2","2025-06-09"," 4:00:00 PM","2025-06-09"," 4:42:00 PM","PE","106800","Sell","0.01","71.30","5.70","56.10"
"161","2025-06-10"," 4:00:00 PM","2025-06-10"," 4:47:00 PM","","","","","","","21.93"
"161.1","2025-06-10"," 4:00:00 PM","2025-06-10"," 4:47:00 PM","CE","109600","Sell","0.01","81.46","120.39","-33.15"
"161.2","2025-06-10"," 4:00:00 PM","2025-06-10"," 4:47:00 PM","PE","109200","Sell","0.01","70.38","5.65","55.25"
"162","2025-06-11"," 4:00:00 PM","2025-06-11"," 4:56:00 PM","","","","","","","82.69"
"162.1","2025-06-11"," 4:00:00 PM","2025-06-11"," 4:56:00 PM","CE","109600","Sell","0.01","48.21","3.85","37.40"
"162.2","2025-06-11"," 4:00:00 PM","2025-06-11"," 4:56:00 PM","PE","109200","Sell","0.01","103.55","50.63","45.05"
"163","2025-06-12"," 4:00:00 PM","2025-06-12"," 4:58:00 PM","","","","","","","118.20"
"163.1","2025-06-12"," 4:00:00 PM","2025-06-12"," 4:58:00 PM","CE","107400","Sell","0.01","127.57","10.20","99.45"
"163.2","2025-06-12"," 4:00:00 PM","2025-06-12"," 4:58:00 PM","PE","107000","Sell","0.01","76.54","54.85","18.70"
"164","2025-06-13"," 4:00:00 PM","2025-06-13"," 5:05:00 PM","","","","","","","220.03"
"164.1","2025-06-13"," 4:00:00 PM","2025-06-13"," 5:05:00 PM","CE","104800","Sell","0.01","164.72","58.58","90.10"
"164.2","2025-06-13"," 4:00:00 PM","2025-06-13"," 5:05:00 PM","PE","104500","Sell","0.01","166.02","13.30","130.05"
"165","2025-06-14"," 4:00:00 PM","2025-06-14"," 4:59:00 PM","","","","","","","73.08"
"165.1","2025-06-14"," 4:00:00 PM","2025-06-14"," 4:59:00 PM","CE","105200","Sell","0.01","43.88","3.76","34.00"
"165.2","2025-06-14"," 4:00:00 PM","2025-06-14"," 4:59:00 PM","PE","104800","Sell","0.01","49.86","4.00","39.10"
"166","2025-06-15"," 4:00:00 PM","2025-06-15"," 5:00:00 PM","","","","","","","66.95"
"166.1","2025-06-15"," 4:00:00 PM","2025-06-15"," 5:00:00 PM","CE","105200","Sell","0.01","47.69","3.80","37.40"
"166.2","2025-06-15"," 4:00:00 PM","2025-06-15"," 5:00:00 PM","PE","104800","Sell","0.01","39.51","4.63","29.75"
"167","2025-06-16"," 4:00:00 PM","2025-06-16"," 4:18:00 PM","","","","","","","8.05"
"167.1","2025-06-16"," 4:00:00 PM","2025-06-16"," 4:18:00 PM","CE","107200","Sell","0.01","79.09","14.27","55.25"
"167.2","2025-06-16"," 4:00:00 PM","2025-06-16"," 4:18:00 PM","PE","106800","Sell","0.01","36.90","92.25","-46.75"
"168","2025-06-17"," 4:00:00 PM","2025-06-17"," 4:09:00 PM","","","","","","","-17.65"
"168.1","2025-06-17"," 4:00:00 PM","2025-06-17"," 4:09:00 PM","CE","106200","Sell","0.01","112.48","46.10","56.10"
"168.2","2025-06-17"," 4:00:00 PM","2025-06-17"," 4:09:00 PM","PE","105800","Sell","0.01","58.10","145.25","-73.95"
"169","2025-06-18"," 4:00:00 PM","2025-06-18"," 4:27:00 PM","","","","","","","-93.15"
"169.1","2025-06-18"," 4:00:00 PM","2025-06-18"," 4:27:00 PM","CE","104800","Sell","0.01","36.09","4.25","27.20"
"169.2","2025-06-18"," 4:00:00 PM","2025-06-18"," 4:27:00 PM","PE","104400","Sell","0.01","94.27","235.70","-119.85"
"170","2025-06-19"," 4:00:00 PM","2025-06-19"," 4:38:00 PM","","","","","","","11.31"
"170.1","2025-06-19"," 4:00:00 PM","2025-06-19"," 4:38:00 PM","CE","105200","Sell","0.01","63.74","5.10","50.15"
"170.2","2025-06-19"," 4:00:00 PM","2025-06-19"," 4:38:00 PM","PE","104800","Sell","0.01","42.13","87.46","-38.25"
"171","2025-06-20"," 4:00:00 PM","2025-06-20"," 4:47:00 PM","","","","","","","61.13"
"171.1","2025-06-20"," 4:00:00 PM","2025-06-20"," 4:47:00 PM","CE","106200","Sell","0.01","80.45","6.45","62.90"
"171.2","2025-06-20"," 4:00:00 PM","2025-06-20"," 4:47:00 PM","PE","105800","Sell","0.01","61.72","63.80","-1.70"
"172","2025-06-21"," 4:00:00 PM","2025-06-21"," 4:18:00 PM","","","","","","","-22.51"
"172.1","2025-06-21"," 4:00:00 PM","2025-06-21"," 4:18:00 PM","CE","104200","Sell","0.01","34.62","6.82","23.80"
"172.2","2025-06-21"," 4:00:00 PM","2025-06-21"," 4:18:00 PM","PE","103800","Sell","0.01","36.17","90.45","-45.90"
"173","2025-06-22"," 4:00:00 PM","2025-06-22"," 4:42:00 PM","","","","","","","25.08"
"173.1","2025-06-22"," 4:00:00 PM","2025-06-22"," 4:42:00 PM","CE","102600","Sell","0.01","72.78","99.69","-22.95"
"173.2","2025-06-22"," 4:00:00 PM","2025-06-22"," 4:42:00 PM","PE","102200","Sell","0.01","61.31","4.90","47.60"
"174","2025-06-23"," 4:00:00 PM","2025-06-23"," 4:54:00 PM","","","","","","","84.21"
"174.1","2025-06-23"," 4:00:00 PM","2025-06-23"," 4:54:00 PM","CE","101600","Sell","0.01","80.68","6.45","62.90"
"174.2","2025-06-23"," 4:00:00 PM","2025-06-23"," 4:54:00 PM","PE","101200","Sell","0.01","105.83","80.99","21.25"
"175","2025-06-24"," 4:00:00 PM","2025-06-24"," 4:51:00 PM","","","","","","","85.23"
"175.1","2025-06-24"," 4:00:00 PM","2025-06-24"," 4:51:00 PM","CE","105400","Sell","0.01","59.59","4.75","46.75"
"175.2","2025-06-24"," 4:00:00 PM","2025-06-24"," 4:51:00 PM","PE","105000","Sell","0.01","89.20","43.77","38.25"
"176","2025-06-25"," 4:00:00 PM","2025-06-25"," 4:47:00 PM","","","","","","","22.46"
"176.1","2025-06-25"," 4:00:00 PM","2025-06-25"," 4:47:00 PM","CE","107400","Sell","0.01","48.42","3.85","38.25"
"176.2","2025-06-25"," 4:00:00 PM","2025-06-25"," 4:47:00 PM","PE","107000","Sell","0.01","85.87","104.02","-15.30"
"177","2025-06-26"," 4:00:00 PM","2025-06-26"," 4:51:00 PM","","","","","","","47.40"
"177.1","2025-06-26"," 4:00:00 PM","2025-06-26"," 4:51:00 PM","CE","107600","Sell","0.01","34.71","2.80","27.20"
"177.2","2025-06-26"," 4:00:00 PM","2025-06-26"," 4:51:00 PM","PE","107200","Sell","0.01","63.59","39.73","20.40"
"178","2025-06-27"," 4:00:00 PM","2025-06-27"," 4:49:00 PM","","","","","","","41.58"
"178.1","2025-06-27"," 4:00:00 PM","2025-06-27"," 4:49:00 PM","CE","107200","Sell","0.01","43.87","36.29","6.80"
"178.2","2025-06-27"," 4:00:00 PM","2025-06-27"," 4:49:00 PM","PE","106800","Sell","0.01","44.94","3.60","34.85"
"179","2025-06-28"," 4:00:00 PM","2025-06-28"," 5:00:00 PM","","","","","","","26.94"
"179.1","2025-06-28"," 4:00:00 PM","2025-06-28"," 5:00:00 PM","CE","107600","Sell","0.01","9.76","0.80","7.65"
"179.2","2025-06-28"," 4:00:00 PM","2025-06-28"," 5:00:00 PM","PE","107200","Sell","0.01","27.98","5.25","19.55"
"180","2025-06-29"," 4:00:00 PM","2025-06-29"," 4:16:00 PM","","","","","","","-51.51"
"180.1","2025-06-29"," 4:00:00 PM","2025-06-29"," 4:16:00 PM","CE","108400","Sell","0.01","44.76","8.53","30.60"
"180.2","2025-06-29"," 4:00:00 PM","2025-06-29"," 4:16:00 PM","PE","108000","Sell","0.01","64.57","161.40","-82.45"
"181","2025-06-30"," 4:00:00 PM","2025-06-30"," 4:47:00 PM","","","","","","","47.79"
"181.1","2025-06-30"," 4:00:00 PM","2025-06-30"," 4:47:00 PM","CE","107800","Sell","0.01","26.78","38.04","-9.35"
"181.2","2025-06-30"," 4:00:00 PM","2025-06-30"," 4:47:00 PM","PE","107400","Sell","0.01","73.33","5.85","56.95"
"182","2025-07-01"," 4:00:00 PM","2025-07-01"," 5:01:00 PM","","","","","","","52.66"
"182.1","2025-07-01"," 4:00:00 PM","2025-07-01"," 5:01:00 PM","CE","106600","Sell","0.01","52.95","13.64","33.15"
"182.2","2025-07-01"," 4:00:00 PM","2025-07-01"," 5:01:00 PM","PE","106200","Sell","0.01","24.59","1.95","19.55"
"183","2025-07-02"," 4:00:00 PM","2025-07-02"," 4:54:00 PM","","","","","","","113.20"
"183.1","2025-07-02"," 4:00:00 PM","2025-07-02"," 4:54:00 PM","CE","108000","Sell","0.01","67.19","5.40","52.70"
"183.2","2025-07-02"," 4:00:00 PM","2025-07-02"," 4:54:00 PM","PE","107600","Sell","0.01","102.56","31.17","60.35"
"184","2025-07-03"," 4:00:00 PM","2025-07-03"," 4:55:00 PM","","","","","","","98.03"
"184.1","2025-07-03"," 4:00:00 PM","2025-07-03"," 4:55:00 PM","CE","110000","Sell","0.01","66.46","5.30","51.85"
"184.2","2025-07-03"," 4:00:00 PM","2025-07-03"," 4:55:00 PM","PE","109600","Sell","0.01","98.23","44.06","45.90"
"185","2025-07-04"," 4:00:00 PM","2025-07-04"," 4:54:00 PM","","","","","","","52.38"
"185.1","2025-07-04"," 4:00:00 PM","2025-07-04"," 4:54:00 PM","CE","109200","Sell","0.01","22.13","5.09","14.45"
"185.2","2025-07-04"," 4:00:00 PM","2025-07-04"," 4:54:00 PM","PE","108800","Sell","0.01","48.43","3.85","38.25"
"186","2025-07-05"," 4:00:00 PM","2025-07-05"," 4:32:00 PM","","","","","","","18.56"
"186.1","2025-07-05"," 4:00:00 PM","2025-07-05"," 4:32:00 PM","CE","108400","Sell","0.01","12.30","1.00","9.35"
"186.2","2025-07-05"," 4:00:00 PM","2025-07-05"," 4:32:00 PM","PE","108000","Sell","0.01","28.19","17.65","9.35"
"187","2025-07-06"," 4:00:00 PM","2025-07-06"," 4:01:00 PM","","","","","","","0.00"
"187.1","2025-07-06"," 4:00:00 PM","2025-07-06"," 4:01:00 PM","CE","108200","Sell","0.01","20.43","51.10","-26.35"
"187.2","2025-07-06"," 4:00:00 PM","2025-07-06"," 4:01:00 PM","PE","107800","Sell","0.01","42.12","11.45","26.35"
"188","2025-07-07"," 4:00:00 PM","2025-07-07"," 4:50:00 PM","","","","","","","54.17"
"188.1","2025-07-07"," 4:00:00 PM","2025-07-07"," 4:50:00 PM","CE","109000","Sell","0.01","36.74","2.95","28.90"
"188.2","2025-07-07"," 4:00:00 PM","2025-07-07"," 4:50:00 PM","PE","108600","Sell","0.01","73.43","43.49","25.50"
"189","2025-07-08"," 4:00:00 PM","2025-07-08"," 4:06:00 PM","","","","","","","1.61"
"189.1","2025-07-08"," 4:00:00 PM","2025-07-08"," 4:06:00 PM","CE","108800","Sell","0.01","16.59","41.50","-21.25"
"189.2","2025-07-08"," 4:00:00 PM","2025-07-08"," 4:06:00 PM","PE","108400","Sell","0.01","37.12","10.32","22.95"
"190","2025-07-09"," 4:00:00 PM","2025-07-09"," 4:33:00 PM","","","","","","","9.72"
"190.1","2025-07-09"," 4:00:00 PM","2025-07-09"," 4:33:00 PM","CE","109000","Sell","0.01","26.04","38.78","-11.05"
"190.2","2025-07-09"," 4:00:00 PM","2025-07-09"," 4:33:00 PM","PE","108600","Sell","0.01","26.27","2.10","20.40"
"191","2025-07-10"," 4:00:00 PM","2025-07-10"," 4:50:00 PM","","","","","","","48.90"
"191.1","2025-07-10"," 4:00:00 PM","2025-07-10"," 4:50:00 PM","CE","111200","Sell","0.01","45.95","24.24","18.70"
"191.2","2025-07-10"," 4:00:00 PM","2025-07-10"," 4:50:00 PM","PE","110800","Sell","0.01","38.92","3.10","30.60"
"192","2025-07-11"," 4:00:00 PM","2025-07-11"," 4:43:00 PM","","","","","","","1.87"
"192.1","2025-07-11"," 4:00:00 PM","2025-07-11"," 4:43:00 PM","CE","118400","Sell","0.01","149.41","11.95","116.45"
"192.2","2025-07-11"," 4:00:00 PM","2025-07-11"," 4:43:00 PM","PE","118000","Sell","0.01","121.90","257.16","-114.75"
"193","2025-07-12"," 4:00:00 PM","2025-07-12"," 5:00:00 PM","","","","","","","81.53"
"193.1","2025-07-12"," 4:00:00 PM","2025-07-12"," 5:00:00 PM","CE","118200","Sell","0.01","74.84","6.00","58.65"
"193.2","2025-07-12"," 4:00:00 PM","2025-07-12"," 5:00:00 PM","PE","117800","Sell","0.01","30.65","3.57","22.95"
"194","2025-07-13"," 4:00:00 PM","2025-07-13"," 4:46:00 PM","","","","","","","12.07"
"194.1","2025-07-13"," 4:00:00 PM","2025-07-13"," 4:46:00 PM","CE","118000","Sell","0.01","24.34","31.25","-5.95"
"194.2","2025-07-13"," 4:00:00 PM","2025-07-13"," 4:46:00 PM","PE","117600","Sell","0.01","22.96","1.85","17.85"
"195","2025-07-14"," 4:00:00 PM","2025-07-14"," 4:54:00 PM","","","","","","","139.01"
"195.1","2025-07-14"," 4:00:00 PM","2025-07-14"," 4:54:00 PM","CE","122200","Sell","0.01","244.83","19.60","191.25"
"195.2","2025-07-14"," 4:00:00 PM","2025-07-14"," 4:54:00 PM","PE","121800","Sell","0.01","292.34","354.03","-52.70"
"196","2025-07-15"," 4:00:00 PM","2025-07-15"," 4:47:00 PM","","","","","","","8.82"
"196.1","2025-07-15"," 4:00:00 PM","2025-07-15"," 4:47:00 PM","CE","117200","Sell","0.01","162.85","13.05","127.50"
"196.2","2025-07-15"," 4:00:00 PM","2025-07-15"," 4:47:00 PM","PE","116800","Sell","0.01","160.90","300.32","-118.15"
"197","2025-07-16"," 4:00:00 PM","2025-07-16"," 4:09:00 PM","","","","","","","-64.68"
"197.1","2025-07-16"," 4:00:00 PM","2025-07-16"," 4:09:00 PM","CE","119400","Sell","0.01","81.48","17.63","54.40"
"197.2","2025-07-16"," 4:00:00 PM","2025-07-16"," 4:09:00 PM","PE","119000","Sell","0.01","93.30","233.25","-119.00"
"198","2025-07-17"," 4:00:00 PM","2025-07-17"," 4:34:00 PM","","","","","","","-87.16"
"198.1","2025-07-17"," 4:00:00 PM","2025-07-17"," 4:34:00 PM","CE","118800","Sell","0.01","76.75","6.15","60.35"
"198.2","2025-07-17"," 4:00:00 PM","2025-07-17"," 4:34:00 PM","PE","118400","Sell","0.01","105.37","278.51","-147.05"
"199","2025-07-18"," 4:00:00 PM","2025-07-18"," 4:22:00 PM","","","","","","","-40.83"
"199.1","2025-07-18"," 4:00:00 PM","2025-07-18"," 4:22:00 PM","CE","119000","Sell","0.01","88.52","221.30","-113.05"
"199.2","2025-07-18"," 4:00:00 PM","2025-07-18"," 4:22:00 PM","PE","118600","Sell","0.01","96.34","11.60","72.25"
"200","2025-07-19"," 4:00:00 PM","2025-07-19"," 4:37:00 PM","","","","","","","39.89"
"200.1","2025-07-19"," 4:00:00 PM","2025-07-19"," 4:37:00 PM","CE","118600","Sell","0.01","23.67","27.62","-3.40"
"200.2","2025-07-19"," 4:00:00 PM","2025-07-19"," 4:37:00 PM","PE","118200","Sell","0.01","55.28","4.40","43.35"
"201","2025-07-20"," 4:00:00 PM","2025-07-20"," 4:52:00 PM","","","","","","","35.43"
"201.1","2025-07-20"," 4:00:00 PM","2025-07-20"," 4:52:00 PM","CE","118200","Sell","0.01","23.99","1.90","18.70"
"201.2","2025-07-20"," 4:00:00 PM","2025-07-20"," 4:52:00 PM","PE","117800","Sell","0.01","36.63","17.04","17.00"
"202","2025-07-21"," 4:00:00 PM","2025-07-21"," 4:55:00 PM","","","","","","","93.96"
"202.1","2025-07-21"," 4:00:00 PM","2025-07-21"," 4:55:00 PM","CE","118800","Sell","0.01","75.29","63.39","10.20"
"202.2","2025-07-21"," 4:00:00 PM","2025-07-21"," 4:55:00 PM","PE","118400","Sell","0.01","107.24","8.60","84.15"
"203","2025-07-22"," 4:00:00 PM","2025-07-22"," 4:25:00 PM","","","","","","","-10.51"
"203.1","2025-07-22"," 4:00:00 PM","2025-07-22"," 4:25:00 PM","CE","118800","Sell","0.01","65.16","162.90","-83.30"
"203.2","2025-07-22"," 4:00:00 PM","2025-07-22"," 4:25:00 PM","PE","118400","Sell","0.01","99.15","13.78","72.25"
"204","2025-07-23"," 4:00:00 PM","2025-07-23"," 4:52:00 PM","","","","","","","58.40"
"204.1","2025-07-23"," 4:00:00 PM","2025-07-23"," 4:52:00 PM","CE","118400","Sell","0.01","96.30","93.28","2.55"
"204.2","2025-07-23"," 4:00:00 PM","2025-07-23"," 4:52:00 PM","PE","118000","Sell","0.01","71.39","5.70","56.10"
"205","2025-07-24"," 4:00:00 PM","2025-07-24"," 4:29:00 PM","","","","","","","12.33"
"205.1","2025-07-24"," 4:00:00 PM","2025-07-24"," 4:29:00 PM","CE","118400","Sell","0.01","44.52","111.30","-56.95"
"205.2","2025-07-24"," 4:00:00 PM","2025-07-24"," 4:29:00 PM","PE","118000","Sell","0.01","91.00","9.71","68.85"
"206","2025-07-25"," 4:00:00 PM","2025-07-25"," 4:39:00 PM","","","","","","","-2.61"
"206.1","2025-07-25"," 4:00:00 PM","2025-07-25"," 4:39:00 PM","CE","116400","Sell","0.01","115.64","289.10","-147.05"
"206.2","2025-07-25"," 4:00:00 PM","2025-07-25"," 4:39:00 PM","PE","116000","Sell","0.01","192.72","22.33","144.50"
"207","2025-07-26"," 4:00:00 PM","2025-07-26"," 4:04:00 PM","","","","","","","-27.23"
"207.1","2025-07-26"," 4:00:00 PM","2025-07-26"," 4:04:00 PM","CE","118000","Sell","0.01","27.54","68.85","-34.85"
"207.2","2025-07-26"," 4:00:00 PM","2025-07-26"," 4:04:00 PM","PE","117600","Sell","0.01","33.13","23.86","7.65"
"208","2025-07-27"," 4:00:00 PM","2025-07-27"," 4:57:00 PM","","","","","","","49.23"
"208.1","2025-07-27"," 4:00:00 PM","2025-07-27"," 4:57:00 PM","CE","118400","Sell","0.01","24.42","4.87","17.00"
"208.2","2025-07-27"," 4:00:00 PM","2025-07-27"," 4:57:00 PM","PE","118000","Sell","0.01","41.72","3.35","32.30"
"209","2025-07-28"," 4:00:00 PM","2025-07-28"," 4:13:00 PM","","","","","","","-79.35"
"209.1","2025-07-28"," 4:00:00 PM","2025-07-28"," 4:13:00 PM","CE","119200","Sell","0.01","54.40","9.21","38.25"
"209.2","2025-07-28"," 4:00:00 PM","2025-07-28"," 4:13:00 PM","PE","118800","Sell","0.01","92.36","230.90","-118.15"
"210","2025-07-29"," 4:00:00 PM","2025-07-29"," 4:19:00 PM","","","","","","","13.39"
"210.1","2025-07-29"," 4:00:00 PM","2025-07-29"," 4:19:00 PM","CE","118800","Sell","0.01","72.23","7.27","55.25"
"210.2","2025-07-29"," 4:00:00 PM","2025-07-29"," 4:19:00 PM","PE","118400","Sell","0.01","32.79","82.00","-41.65"
"211","2025-07-30"," 4:00:00 PM","2025-07-30"," 4:29:00 PM","","","","","","","-62.05"
"211.1","2025-07-30"," 4:00:00 PM","2025-07-30"," 4:29:00 PM","CE","118600","Sell","0.01","48.58","3.90","38.25"
"211.2","2025-07-30"," 4:00:00 PM","2025-07-30"," 4:29:00 PM","PE","118200","Sell","0.01","90.54","208.22","-100.30"
"212","2025-07-31"," 4:00:00 PM","2025-07-31"," 5:02:00 PM","","","","","","","84.79"
"212.1","2025-07-31"," 4:00:00 PM","2025-07-31"," 5:02:00 PM","CE","118600","Sell","0.01","73.88","5.90","57.80"
"212.2","2025-07-31"," 4:00:00 PM","2025-07-31"," 5:02:00 PM","PE","118200","Sell","0.01","35.62","3.85","27.20"
"213","2025-08-01"," 4:00:00 PM","2025-08-01"," 4:33:00 PM","","","","","","","-43.94"
"213.1","2025-08-01"," 4:00:00 PM","2025-08-01"," 4:33:00 PM","CE","115200","Sell","0.01","82.27","6.60","64.60"
"213.2","2025-08-01"," 4:00:00 PM","2025-08-01"," 4:33:00 PM","PE","114800","Sell","0.01","80.60","207.96","-107.95"
"214","2025-08-02"," 4:00:00 PM","2025-08-02"," 4:43:00 PM","","","","","","","34.42"
"214.1","2025-08-02"," 4:00:00 PM","2025-08-02"," 4:43:00 PM","CE","113800","Sell","0.01","66.07","5.30","51.85"
"214.2","2025-08-02"," 4:00:00 PM","2025-08-02"," 4:43:00 PM","PE","113400","Sell","0.01","41.62","61.89","-17.00"
"215","2025-08-03"," 4:00:00 PM","2025-08-03"," 4:35:00 PM","","","","","","","13.75"
"215.1","2025-08-03"," 4:00:00 PM","2025-08-03"," 4:35:00 PM","CE","114000","Sell","0.01","37.54","67.48","-25.50"
"215.2","2025-08-03"," 4:00:00 PM","2025-08-03"," 4:35:00 PM","PE","113600","Sell","0.01","50.12","4.00","39.10"
"216","2025-08-04"," 4:00:00 PM","2025-08-04"," 4:50:00 PM","","","","","","","55.53"
"216.1","2025-08-04"," 4:00:00 PM","2025-08-04"," 4:50:00 PM","CE","114600","Sell","0.01","47.26","3.80","36.55"
"216.2","2025-08-04"," 4:00:00 PM","2025-08-04"," 4:50:00 PM","PE","114200","Sell","0.01","75.49","53.62","18.70"
"217","2025-08-05"," 4:00:00 PM","2025-08-05"," 4:40:00 PM","","","","","","","-8.87"
"217.1","2025-08-05"," 4:00:00 PM","2025-08-05"," 4:40:00 PM","CE","115200","Sell","0.01","45.77","3.65","35.70"
"217.2","2025-08-05"," 4:00:00 PM","2025-08-05"," 4:40:00 PM","PE","114800","Sell","0.01","66.65","119.20","-45.05"
"218","2025-08-06"," 4:00:00 PM","2025-08-06"," 4:37:00 PM","","","","","","","22.02"
"218.1","2025-08-06"," 4:00:00 PM","2025-08-06"," 4:37:00 PM","CE","114200","Sell","0.01","33.96","51.37","-14.45"
"218.2","2025-08-06"," 4:00:00 PM","2025-08-06"," 4:37:00 PM","PE","113800","Sell","0.01","47.07","3.75","36.55"
"219","2025-08-07"," 4:00:00 PM","2025-08-07"," 4:10:00 PM","","","","","","","-89.11"
"219.1","2025-08-07"," 4:00:00 PM","2025-08-07"," 4:10:00 PM","CE","116000","Sell","0.01","103.36","258.40","-131.75"
"219.2","2025-08-07"," 4:00:00 PM","2025-08-07"," 4:10:00 PM","PE","115600","Sell","0.01","56.40","6.20","42.50"
"220","2025-08-08"," 4:00:00 PM","2025-08-08"," 4:41:00 PM","","","","","","","-21.33"
"220.1","2025-08-08"," 4:00:00 PM","2025-08-08"," 4:41:00 PM","CE","116600","Sell","0.01","95.49","209.14","-96.90"
"220.2","2025-08-08"," 4:00:00 PM","2025-08-08"," 4:41:00 PM","PE","116400","Sell","0.01","96.25","7.70","75.65"
"221","2025-08-09"," 4:00:00 PM","2025-08-09"," 4:12:00 PM","","","","","","","-50.78"
"221.1","2025-08-09"," 4:00:00 PM","2025-08-09"," 4:12:00 PM","CE","118000","Sell","0.01","82.97","19.88","53.55"
"221.2","2025-08-09"," 4:00:00 PM","2025-08-09"," 4:12:00 PM","PE","117600","Sell","0.01","81.87","204.70","-104.55"
"222","2025-08-10"," 4:00:00 PM","2025-08-10"," 4:47:00 PM","","","","","","","66.05"
"222.1","2025-08-10"," 4:00:00 PM","2025-08-10"," 4:47:00 PM","CE","118400","Sell","0.01","94.66","7.55","73.95"
"222.2","2025-08-10"," 4:00:00 PM","2025-08-10"," 4:47:00 PM","PE","118000","Sell","0.01","106.19","115.60","-7.65"
